City,State,Date_started,Date_ended,Size,Lat,Long,Local_coverage_link,Notes
Braselton,GA,,,,34.10927,-83.76267,https://www.gainesvilletimes.com/news/public-safety/we-have-stay-together-braselton-rally-sends-message-unity/,
Hinesville,GA,,,,31.806832,-81.437074,https://www.wsav.com/news/local-news/demonstrators-speak-out-for-change-at-hinesville-peaceful-protest/,
Kennesaw,GA,,,,34.03384,-84.597433,https://www.mdjonline.com/news/protesters-target-civil-war-shop-in-downtown-kennesaw/article_f5cd611e-a779-11ea-b700-43acfee65be3.html,small
Alpharetta,GA,,,,34.112373,-84.30205,https://www.northfulton.com/alpharetta_roswell/gallery-george-floyd-protests-in-downtown-alpharetta/collection_5e48515e-a50e-11ea-b450-0f7bf6ad74ee.html,tiny
Sandy Springs,GA,,,,33.924269,-84.378538,https://www.reporternewspapers.net/2020/05/30/sandy-springs-sees-small-protest-at-police-headquarters-advises-residents-to-stay-at-home/,tiny
Johns Creek,GA,,,,31.633829,-81.480107,https://www.ajc.com/news/local/roswell-johns-creek-protesters-speak-why-they-march/4sKMqYANnI7iqiMeCaa3zI/,
Roswell,GA,,,,34.055198,-84.370475,https://www.ajc.com/news/local/roswell-johns-creek-protesters-speak-why-they-march/4sKMqYANnI7iqiMeCaa3zI/,
Lawrenceville,GA,,,,33.929464,-84.103226,https://www.gwinnettdailypost.com/local/peaceful-protest-in-downtown-lawrenceville-monday-night-following-death-of-george-floyd-ends-in-prayer/article_69715722-a42f-11ea-a903-5328ab9d0b1c.html,
Conyers,GA,,,,33.719178,-84.002061,https://www.rockdalenewtoncitizen.com/news/local/peaceful-march-and-protest-for-justice-for-george-floyd-held-in-conyers-tuesday/article_83fcd576-a5b0-11ea-b3fa-e3705f8a98e1.html,
Rome,GA,,,,34.241733,-85.171591,https://www.northwestgeorgianews.com/rome/news/local/protests-over-george-floyds-death-spread-across-the-nation-including-rome/article_7e9f88cc-a1f9-11ea-8e62-47b792931942.html,tiny
McDonough,GA,,,,33.476762,-84.055005,https://www.henryherald.com/news/black-lives-matter-protest-peaceful-in-mcdonough/article_d05aa732-a40b-11ea-9b0a-07d50e47203b.html,tiny
Peachtree City,GA,,,,33.395759,-84.568173,https://thecitizen.com/2020/06/02/large-group-holds-solidarity-protest-in-ptc/,
Douglasville,GA,,,,33.68966,-84.744595,https://douglascountysentinel.com/news/11242/douglasville-stages-peaceful-protest/,
Covington,GA,,,,33.529341,-83.849622,https://www.covnews.com/news/voices-voiceless-peaceful-protest-held-covington-square/,unclear
Macon,GA,,,,32.804382,-83.617554,https://www.13wmaz.com/article/news/local/hundreds-march-across-downtown-macon-in-peaceful-protest/93-c799b50f-03fe-40b4-9b66-c019ebaed03e,
Warner Robins,GA,,,,32.580403,-83.653003,https://www.13wmaz.com/article/news/local/warner-robins-protest-draws-hundreds/93-0cb438de-8c42-45ce-9234-13ced20f7490,
Statesboro,GA,,,,32.425,-81.784956,https://www.wtoc.com/2020/06/02/statesboro-rally-step-right-direction-some/,
Brunswick,GA,,,,31.180919,-81.493973,https://thebrunswicknews.com/news/local_news/community-comes-together-in-prayer-amid-nationwide-protests/article_0eb99edb-1fd2-5c07-a78a-fcae1bcbb33a.html,small
Valdosta,GA,,,,30.753904,-83.332068,https://www.valdostadailytimes.com/news/local_news/valdosta-protests-peaceful-police-monitor-social-media/article_5e97e55b-fff6-5443-929c-2f46d28b4878.html,tiny
Ellijay,GA,,,,34.69481,-84.48215,https://gilmer.fetchyournews.com/2020/06/04/protesters-rally-in-ellijay-over-black-lives-matter-movement/,
Dalton,GA,,,,34.801861,-84.989796,https://www.dailycitizen.news/news/local_news/its-time-to-start-protesters-in-dalton-seek-true-equality/article_fc237bc3-b50b-5ca7-af3b-31587531ccdb.html,unclear
Gainesville,GA,,,,34.334398,-83.837912,https://www.gainesvilletimes.com/life/people/conversations-i-was-just-so-used-to-it-that-i-didnt-feel-like-i-could-do-anything/,
Fayetteville,GA,,,,33.467941,-84.480626,https://abc11.com/george-floyd-protest-j-cole-j-fayetteville/6221702/,
Loganville,GA,,,,33.876889,-83.896781,https://patch.com/georgia/loganville/loganville-black-lives-matter-demonstration-mixes-protest-prayer,
Cumming,GA,,,,34.293049,-84.176166,https://www.11alive.com/article/news/local/mynews/cumming/dozens-of-people-showed-up-friday-afternoon-for-the-planned-protest/85-50dce030-8a00-487d-b546-f0797c410b41,tiny
Decatur,GA,,,,33.772554,-84.291723,https://www.ajc.com/news/local/decatur-residents-and-their-kids-turn-out-for-peaceful-race-protest/M87PytbZijkNZJ3S2OggNN/,
Cartersville,GA,,,,34.200787,-84.847108,https://www.ajc.com/news/local/violence-doesn-solve-anything-protesters-exhibit-peace-unity-cartersville-rally/Z04eiwGmIkMZlSxeQn5ABI/,
Calhoun,GA,,,,34.496921,-84.887942,https://www.northwestgeorgianews.com/calhoun_times/protesters-gather-in-downtown-calhoun/collection_5dee1826-a7af-11ea-8319-0be7f1973f0d.html,tiny
Dacula,GA,,,,33.988309,-83.879494,https://www.11alive.com/article/news/local/mynews/lawrenceville/dacula-protest-remains-peaceful-despite-concerns-about-violence/85-563a756d-674d-40c8-88e2-8e7d727fae27,
Tucker,GA,,,,33.853945,-84.215369,https://decaturish.com/2020/06/photos-tucker-residents-hold-peaceful-protest-to-honor-george-floyd-demand-reforms/,tiny
Newnan,GA,,,,33.369595,-84.819397,https://times-herald.com/news/2020/06/local-leaders-speak-at-protest,
Tamuning,GU,,,,13.444257,144.786297,https://www.guampdn.com/story/news/local/2020/06/02/black-lives-matter-protests-held-planned/5314520002/,
Honolulu,HI,,,,21.3069,-157.8583,https://www.hawaiinewsnow.com/2020/05/30/packed-peaceful-black-lives-matter-protesters-take-streets-oahu/,
Maui,HI,,,,20.7984,-156.3319,https://mauinow.com/2020/05/30/video-black-lives-matter-maui-rally-seeks-unity-and-peace/,
Ames,IA,,,,42.037879,-93.600254,https://www.amestrib.com/news/20200530/8216no-justice-no-peace8217-ames-protesters-gather-outside-city-hall,
Burlington,IA,,,,40.898412,-91.164393,https://www.thehawkeye.com/news/20200602/peaceful-protest-unites-burlington-against-racism,
Cedar Rapids,IA,,,,41.976612,-91.657578,https://www.thegazette.com/subject/news/cedar-rapids-iowa-george-floyd-murder-protest-black-lives-matter-20200531,
Council Bluffs,IA,,,,41.23238,-95.875086,https://www.3newsnow.com/news/local-news/peaceful-protests-in-council-bluffs,tiny
Davenport,IA,,,,41.521038,-90.574849,https://qctimes.com/news/local/disturbance-mars-george-floyd-protest-at-courthouse-davenport/article_02ab66c7-b587-51f9-af15-caf7ed76f611.html,
Des Moines,IA,,,minor,41.619549,-93.598022,https://www.desmoinesregister.com/story/news/2020/05/31/after-nights-mayhem-more-protests-planned-des-moines-sunday-george-floyd/5301568002/,
Dubuque,IA,,,,42.545412,-90.6963,https://www.telegraphherald.com/news/tri-state/article_d32f284c-ad0d-5c78-8575-af3685da5bc6.html,
Fort Dodge,IA,,,,42.438596,-94.166587,https://www.messengernews.net/news/local-news/2020/06/protesters-converge-in-fd/,
Iowa City,IA,,,,41.6471118,-91.5743828,https://www.press-citizen.com/story/news/2020/06/02/iowa-city-protesters-march-against-police-brutality/5316852002/,
Sioux City,IA,,,,42.494745,-96.399356,https://www.argusleader.com/story/news/2020/06/01/sioux-falls-south-dakota-empire-mall-protests/5306957002/,
Waterloo,IA,,,,42.441117,-92.339209,https://wcfcourier.com/news/local/watch-now-cedar-valley-residents-protest-death-of-george-floyd/article_2e8340db-e6ec-5c23-9761-e778f606a814.html,
Cedar Falls,IA,,,,42.517091,-92.43585,https://kwwl.com/2020/06/05/cedar-falls-peaceful-protest-thursday-night/,unclear
Keokuk,IA,,,,40.3906,-91.38126,http://www.mississippivalleypublishing.com/daily_gate/protest-stays-peaceful-in-keokuk-monday/article_e3711b4e-0ee7-587f-93eb-8758281722d6.html,tiny
Marshalltown,IA,,,,42.036096,-92.998867,https://www.timesrepublican.com/news/todays-news/2020/06/peaceful-protests-continue-in-marshalltown/,tiny
Mason City,IA,,,,43.116477,-93.270559,https://globegazette.com/community/video-day-5-blacklivesmatter-protest-vigil-in-mason-city---thursday-june-4/video_f84d6eee-f275-5030-bcd9-7ce3453bd374.html,small
Newton,IA,,,,41.718107,-93.012335,https://www.newtondailynews.com/2020/06/02/were-in-this-together/acvzcsj/,unclear
Ottumwa,IA,,,,41.030933,-92.409827,https://www.ottumwacourier.com/news/ottumwans-gather-in-peaceful-protest/article_5cfb710a-a775-11ea-88bb-b7b3e73baf96.html,
Spencer,IA,,,,43.13291,-95.177909,https://siouxlandnews.com/news/local/hundreds-march-for-justice-in-honor-of-george-floyd-in-spencer-iowa,
West Des Moines,IA,,,,41.567138,-93.717232,https://www.weareiowa.com/video/news/protesters-converge-at-valley-junction-friday-night/524-ace8a78a-99d9-4cc1-b6d6-0234fea22def,
Bellevue,ID,,,,43.39476,-114.217718,https://www.mtexpress.com/news/a-message-of-solidarity/article_f373966c-a5ef-11ea-a54a-33722d829387.html,small
Boise,ID,,,,43.603768,-116.272921,https://www.idahostatesman.com/news/local/community/boise/article243139891.html,
Hailey,ID,,,,43.54195,-114.31008,https://www.mtexpress.com/news/a-message-of-solidarity/article_f373966c-a5ef-11ea-a54a-33722d829387.html,
Idaho Falls,ID,,,,43.54241,-111.877936,https://www.newsbreak.com/idaho/idaho-falls/news/0PCFNELI/locals-hold-rally-to-protest-the-death-of-george-floyd,small
Ketchum,ID,,,,43.669159,-114.485781,https://www.mtexpress.com/news/a-message-of-solidarity/article_f373966c-a5ef-11ea-a54a-33722d829387.html,
Lewiston,ID,,,,46.3646,-116.860852,https://lmtribune.com/northwest/demonstrations-come-to-l-c-valley/article_8715fefa-5d45-59e9-9615-6f36e77669c3.html,
Moscow,ID,,,,46.735334,-116.870147,https://dnews.com/local/moscow-protest-peaceful/article_ed1aab8a-e365-5bf8-8432-c10aab5aeaf0.html,
Sandpoint,ID,,,,48.299486,-116.553968,https://sandpointreader.com/area-youths-protest-george-floyd-killing/,small
Twin Falls,ID,,,,42.400555,-114.524876,https://magicvalley.com/news/local/hundreds-gather-in-vigil-for-george-floyd-in-twin-falls-city-park/article_b4db39e6-6674-5636-b282-535e07004fee.html,
Anna,IL,,,,37.474268,-89.163042,https://www.bnd.com/news/local/article243271936.html,
Arlington Heights,IL,,,,42.11278,-87.979542,https://www.dailyherald.com/news/20200604/hundreds-protesting-in-arlington-heights-we-need-to-protect-our-neighbors-of-color,
Aurora,IL,,,,41.747452,-88.238622,https://www.chicagotribune.com/news/breaking/ct-aurora-chicago-protests-looting-fires-george-floyd-20200601-3degrum3ojbaphh2ladqsy22me-story.html,
Batavia,IL,,,,41.85003,-88.31257,https://www.dailyherald.com/news/20200603/leaving-the-footprint-of-change-batavia-holds-a-peaceful-rally-in-support-of-black-lives-matter,
Bloomington,IL,,,,40.476771,-88.992995,https://www.pantagraph.com/news/local/public_safety/watch-now-bloomington-normal-teenagers-lead-march-rally-of-500-people-to-protest-floyd-death/article_afabe29a-6ec9-53d9-8c7e-8250d514a634.html,
Canton,IL,,,,40.5654419,-90.0760983,https://www.cantondailyledger.com/news/20200603/peaceful-demonstration-held-in-jones-park,
Carbondale,IL,,,,37.739004,-89.209109,https://thesouthern.com/news/local/vigil-in-carbondale-mourns-george-floyds-death-demonstrators-call-for-change/article_4252f1b4-e86d-52c2-9f95-8b71b54e0339.html,
Champaign-Urbana,IL,,,,39.910198,-87.938156,https://www.news-gazette.com/news/huge-diverse-crowd-marches-in-peaceful-champaign-urbana-protest/article_ca9e1a04-ecd5-52db-8ac1-142eae43b16f.html,
Chicago,IL,,,major,41.88531,-87.62213,https://www.usatoday.com/story/news/nation/2020/06/02/george-floyd-blackout-tuesday-protests-us/3128699001/,
DeKalb,IL,,,,41.9282354,-88.7813249,https://www.daily-chronicle.com/2020/06/03/let-them-be-mad-protestors-in-dekalb-link-arms-shut-down-sycamore-road-during-day-four-of-demonstrations/ad2aaxr/,
Du Quoin,IL,,,,38.044645,-89.253006,https://thesouthern.com/news/local/1-man-with-a-black-lives-matter-sign-spurs-20-person-demonstration-in-du-quoin/article_faa3fca7-54d7-56bb-9838-22319ac8405d.html,tiny
Edwardsville,IL,,,,38.841819,-89.877841,https://www.bnd.com/news/local/article243145781.html,
Evanston,IL,,,,42.049148,-87.702155,https://evanstonnow.com/story/government/bill-smith/2020-05-31/84666/crowd-stretches-for-blocks-in-black-lives-march,
Flossmoor,IL,,,,41.54281,-87.68477,https://www.hfchronicle.com/photos/2020/jun/03/marching-down-h-f-streets-protesters-call-end-police-violence,
Glen Ellyn,IL,,,,41.865213,-88.061479,https://www.mysuburbanlife.com/2020/06/02/were-trying-to-make-our-voices-heard-large-crowd-gathers-in-glen-ellyn-for-peaceful-assembly/a9jkjfo/,
Highland,IL,,,,38.758429,-89.741694,https://www.bnd.com/news/local/article243222316.html,small
Homewood,IL,,,,41.55726,-87.6656,https://www.hfchronicle.com/photos/2020/jun/03/marching-down-h-f-streets-protesters-call-end-police-violence,
Joliet,IL,,,,41.509668,-88.180211,https://www.theherald-news.com/2020/06/03/photos-day-four-of-joliets-black-lives-matter-protest/duyh7j0/?page=1,
Kankakee,IL,,,,41.111151,-87.874618,https://www.daily-journal.com/news/local/no-justice-no-peace/article_58d92572-a3a6-11ea-9798-638d8961c8e1.html,
Macomb,IL,,,,40.4757236,-90.7246283,https://www.mcdonoughvoice.com/news/20200602/demonstration-at-chandler-park,small
Naperville,IL,,,,41.759029,-88.152381,https://www.chicagotribune.com/suburbs/naperville-sun/ct-nvs-naperville-peaceful-blm-protest-st-0605-20200604-xhztnusfpfbr3kazpvqe5crbne-story.html,
New Lenox,IL,,,,41.510802,-87.961808,https://www.theherald-news.com/2020/06/04/large-crowd-gathers-for-black-lives-matter-march/ah9y7rk/,
Peoria,IL,,,,40.7481459,-89.6924275,https://www.usatoday.com/story/news/nation/2020/05/30/george-floyd-protests-hundreds-arrested-national-guard-curfews/5291442002/,
Plainfield,IL,,,,41.632457,-88.169698,https://www.theherald-news.com/2020/06/02/protest-held-near-plainfield-north-high-school-over-george-floyds-death/arzwu1f/,small
Rockford,IL,,,,42.2530833,-89.138099,https://www.rrstar.com/news/20200602/rsquowe-want-changersquo-rockford-rally-demands-end-to-police-violence,
Springfield,IL,,,,39.800698,-89.648801,https://www.sj-r.com/news/20200601/more-than-1000-protesters-rally-in-springfield,
Taylorville,IL,,,,39.559092,-89.34063,https://taylorvilledailynews.com/local-news/511962,
Tinley Park,IL,,,,41.57337,-87.78449,https://www.chicagotribune.com/suburbs/daily-southtown/ct-sta-tinley-park-demonstration-st-0603-20200602-z75p7f45urbl7hgcafwyxstvha-story.html,
Vernon Hills,IL,,,,42.231183,-87.962973,https://www.dailyherald.com/news/20200604/vernon-hills-protester-we-must-be-the-start-of-the-cure,
Sterling,IL,,,,41.835669,-89.745941,https://www.saukvalley.com/lists/2020/05/29/b0e8e1415908494bb00ad2c2ec5699d7/index.xml?page=1,
Rock Falls,IL,,,,41.687083,-89.728269,https://www.saukvalley.com/2020/06/05/video-sauk-valley-march-against-racism/algt2z8/?utm_medium=Social&utm_source=Facebook,
Bloomington,IN,,,,39.07881,-86.435094,https://www.idsnews.com/article/2020/06/bloomington-protests-continue-monday-night-with-downtown-march,
Crown Point,IN,,,,41.444409,-87.360089,https://www.nwitimes.com/news/local/gallery-protesters-gather-in-crown-point/collection_f560db70-7e16-522e-9b3a-0b5e18b2606b.html,small
Evansville,IN,,,,37.997128,-87.574963,https://www.courierpress.com/story/news/local/2020/05/30/evansville-protest-george-floyd-anti-violence-rally-we-all-bleed-red/5291319002/,
Fort Wayne,IN,,,,41.093763,-85.070713,https://www.wane.com/news/local-news/protesters-take-to-downtown-fort-wayne-for-3rd-day/,
Indianapolis,IN,,,minor,39.791,-86.148003,https://www.indystar.com/story/news/2020/05/31/indianapolis-police-protests-live-updates-sunday-george-floyd-dreasjon-reed/5302139002/,
Jasper,IN,,,,38.360357,-86.929481,https://duboiscountyherald.com/b/over-200-gather-to-protest-police-brutality,
Kokomo,IN,,,,40.506851,-86.171054,https://www.kokomotribune.com/news/local_news/residents-police-discuss-racial-tensions/article_a5682c68-a5e9-11ea-9800-6334e7d3b693.html,
Lafayette,IN,,,,40.417778,-86.889633,https://www.jconline.com/story/news/2020/06/01/lafayette-protests-turn-unruly-tear-gas-deployed/5314781002/,
Marion,IN,,,,40.599427,-85.629225,https://www.chronicle-tribune.com/news/local/locals-protest-death-of-george-floyd/article_44cbd10d-395c-55a2-bfad-1ec0295e43eb.html,
Richmond,IN,,,,39.832079,-84.889699,https://www.pal-item.com/story/news/local/2020/05/31/be-chill-hundreds-richmond-put-peaceful-protest-police-violence/5302936002/,
South Bend,IN,,,,41.673383,-86.251654,https://www.southbendtribune.com/news/local/south-bend-protests-two-marches-hundreds-of-demonstrators-and-a-call-for-change/article_6b1c720e-a2aa-11ea-aa04-b7aaec669bec.html,
Vincennes,IN,,,,38.707231,-87.417306,https://www.suncommercial.com/news/article_61e41e0a-a532-11ea-baee-975d2099b7e9.html,
Columbus,IN,,,,39.191447,-85.891338,http://www.therepublic.com/2020/06/05/a_call_for_unity_solidarity_rally_draws_hundreds_supporting_racial_justice/,
Greencastle,IN,,,,39.699485,-86.857172,https://www.bannergraphic.com/story/2815222.html,small
Garden City,KS,,,,38.000771,-100.664407,https://www.gctelegram.com/news/20200604/unity-walk-held-in-stevens-park,
Hutchinson,KS,,,,37.954312,-97.88569,https://www.hutchnews.com/news/20200531/hutch-gathers-in-sunday-protest,
Lawrence,KS,,,,38.97355,-95.2859463,https://kansaspublicradio.org/kpr-news/weekend-protests-against-police-violence-draw-thousands-kansas,
Manhattan,KS,,,,39.209375,-96.564589,https://themercury.com/news/demonstrators-peacefully-protest-in-manhattan-after-george-floyds-death/article_cda31aac-ffe8-55d0-8566-2faebed0d382.html,
Salina,KS,,,,38.8255663,-97.7021551,https://www.ksal.com/video-hundreds-in-salina-peacefully-protest/,
Topeka,KS,,,,38.988075,-95.780662,https://www.ksnt.com/news/local-news/protesters-call-for-change-at-justice-for-george-floyd-rally-in-topeka/,
Wichita,KS,,,,37.651974,-97.258997,https://www.gctelegram.com/news/20200602/protesters-gather-across-kansas-to-rally-for-racial-justice,
Winfield,KS,,,,37.232126,-96.996334,https://www.leavenworthtimes.com/news/20200604/black-lives-matter-gains-momentum-locally,tiny
Hays,KS,,,,38.878202,-99.334803,https://hayspost.com/posts/5ed44fb3ebfb13423b2696c3?fbclid=IwAR0FM558bK0XxKWlSXEZATRFmBim6eqCODULR2VGR1to0vyTw0KcoPDnScg,unclear
Great Bend,KS,,,,38.393567,-98.775074,https://www.gbtribune.com/news/local-news/peaceful-protesters-say-black-lives-matter/,small
Coffeyville,KS,,,,37.0373,-95.61637,https://www.facebook.com/permalink.php?story_fbid=10157414031358716&id=179343538715&__tn__=-R,
McPherson,KS,,,,38.376302,-97.670184,https://www.mcphersonsentinel.com/news/20200605/blm-march-coming-to-mac,small
Berea,KY,,,,37.592589,-84.235247,https://www.richmondregister.com/news/peaceful-protests-coming-to-richmond/article_e6fd6d02-67b3-566d-ad27-e657a0d1f89b.html,
Bowling Green,KY,,,,37.017407,-86.451752,https://www.bgdailynews.com/news/black-lives-matter-protest-draws-more-than-100-to-bowling-green/article_6010f06e-639e-537b-8218-ee76877fc00e.html,
Corbin,KY,,,,36.854371,-84.184688,https://www.wymt.com/content/news/Peaceful-protest-held-in-Corbin-for-the-third-night--571029371.html,tiny
Danville,KY,,,,37.636006,-84.849682,https://www.amnews.com/2020/06/04/danville-protest-remains-peaceful-positive/,
Georgetown,KY,,,,38.239718,-84.574498,http://www.news-graphic.com/gallery/protests-in-downtown-georgetown-against-racial-inequality-and-police-brutality/collection_10f2dd30-a50d-11ea-92b7-635c711f9718.html,
Glasgow,KY,,,,36.942763,-85.941203,https://www.glasgowdailytimes.com/news/black-lives-matter-vigil-held-to-bring-attention-to-prejudice/article_182b4e76-a5ed-11ea-8de2-0b95d369cf10.html,
Greenville,KY,,,,37.20083,-87.164385,https://www.14news.com/2020/06/03/watch-peaceful-protest-underway-greenville-ky/,
Harlan,KY,,,,36.84314,-83.32185,https://www.wymt.com/content/news/People-gathered-in-Harlan-in-support-of-Black-Lives-Matter-570961341.html,
Harrodsburg,KY,,,,37.803283,-84.860707,https://www.harrodsburgherald.com/2020/06/03/mercer-residents-join-nationwide-protests/,small
Henderson,KY,,,,37.807173,-87.599052,https://www.tristatehomepage.com/news/local-news/protestors-gather-in-henderson/,tiny
Hopkinsville,KY,,,,36.876568,-87.471106,https://www.kentuckynewera.com/web/news/article_b1922615-5432-5add-bc14-fd31224f31dd.html,
Lexington,KY,,,,38.037847,-84.61645,https://www.lex18.com/news/covering-kentucky/protests-continue-in-lexington-on-monday-night,
Louisville,KY,,,major,38.188962,-85.676819,https://www.courier-journal.com/story/news/nation/2020/06/01/louisville-police-national-guard-shoot-man-beshear-announces-probe/5306879002/,
Madisonville,KY,,,,37.299458,-87.532576,https://www.the-messenger.com/news/local/article_ad79d528-4492-501f-be4c-a9555aa35071.html,small
Murray,KY,,,,36.625349,-88.279562,https://www.murrayledger.com/news/local/community-members-hold-protest-march-vigil/article_a39bc10e-a456-11ea-a5a0-779e6c5cc842.html,
Owensboro,KY,,,,37.751818,-87.257303,https://www.tristatehomepage.com/news/local-news/protesters-rally-in-owensboro/,small
Paducah,KY,,,,37.031586,-88.713292,https://www.paducahsun.com/news/protest-mobilizes-masses-in-paducah/article_830e0723-1aa0-51c9-8514-f55da2e76b43.html,
Paintsville,KY,,,,37.824167,-82.794504,https://www.wymt.com/content/news/People-gather-in-Paintsville-to-protest--570933111.html,small
Pikeville,KY,,,,37.514701,-82.513615,https://www.wymt.com/content/news/Many-gather-in-Pikeville-to-rally-for-public-grief--570933381.html,
Richmond,KY,,,,37.764867,-84.296913,https://www.richmondregister.com/news/peaceful-protests-coming-to-richmond/article_e6fd6d02-67b3-566d-ad27-e657a0d1f89b.html,
Winchester,KY,,,,37.9901,-84.1797,https://www.winchestersun.com/2020/05/31/rally-protests-police-killings-of-blacks/,small
Maysville,KY,,,,38.620653,-83.806657,https://maysville-online.com/news/181495/protesters-make-peaceful-statement-for-maysville,
Campbellsville,KY,,,,37.337416,-85.357952,https://www.cknj.com/content/black-lives-matter,tiny
Alexandria,LA,,,,31.274156,-92.467107,https://www.thetowntalk.com/story/news/2020/06/02/louisiana-george-floyd-protests-alexandria/3126742001/,
Baton Rouge,LA,,,,30.44924,-91.185607,https://www.wafb.com/2020/06/01/peaceful-protest-sign-hope-participants/,
Houma,LA,,,,29.578671,-90.805402,http://www.houmatimes.com/news/community-gathers-for-peaceful-black-lives-matter-demonstration-in-front-of-terrebonne-parish-courthouse/,tiny
Lafayette,LA,,5/31/20,,30.24171,-91.991044,https://www.theadvertiser.com/story/news/local/2020/05/31/see-crowds-reaction-lafayette-protest-george-floyd-death-ul-university-louisiana-lafayette/5299732002/,
Lake Charles,LA,,,,30.233355,-93.214903,"https://www.kplctv.com/2020/05/31/peaceful-protest-planned-lake-charles/#:~:text=LAKE%20CHARLES%2C%20La.,in%20Minneapolis%20on%20May%2025.",
Monroe,LA,,,,32.502833,-92.094583,https://www.knoe.com/content/news/Hundreds-gather-for-Monroe-peaceful-protests-in-support-of-George-Floyd-570914271.html,
New Orleans,LA,,,major,29.958304,-90.077,https://www.nola.com/news/crime_police/article_01c56464-a44e-11ea-a5e0-7f245d162d09.html,
Ruston,LA,,,,32.580553,-92.639756,https://www.knoe.com/content/news/Hundreds-gather-in-Ruston-for-peaceful-protest-in-response-to-George-Floyds-death-571032871.html,
Shreveport,LA,,,,32.498202,-93.750228,https://www.shreveporttimes.com/picture-gallery/news/2020/05/31/black-lives-matter-black-lives-matter/5301226002/,
Thibodaux,LA,,,,29.808328,-90.750268,https://www.houmatoday.com/news/20200604/march-for-equality-draws-nearly-100-in-thibodaux,
Boston,MA,,,major,42.361145,-71.057083,https://www.bostonglobe.com/2020/05/31/metro/three-protests-against-george-floyd-killing-planned-boston-sunday/,
Hyannis,MA,,,,41.65289,-70.2828,https://www.capecodtimes.com/news/20200531/cape-joins-in-nationwide-protests-over-george-floyds-death,
Marblehead,MA,,,,42.49284,-70.83484,https://marblehead.wickedlocal.com/news/20200603/racial-justice-walk-amp-vigil-draws-1000-people-in-marblehead,
Martha's Vineyard,MA,,,,41.3805,-70.6455,https://vineyardgazette.com/news/2020/06/01/peaceful-protestors-jam-five-corners-late-day-rally,
Mashpee,MA,,,,41.64844,-70.48114,https://www.capecodtimes.com/news/20200603/mashpee-protest-over-floyd-death-draws-hundreds,
New Bedford,MA,,,,41.633416,-70.951045,https://www.southcoasttoday.com/news/20200601/more-aggressive-second-day-new-bedford-demonstration-blocks-bridge-and-occupies-streets,
Southwick,MA,,,,42.05482,-72.77037,https://www.westernmassnews.com/news/organizers-gathered-in-southwick-to-protest-the-death-of-george-floyd/article_c88f9ef2-a386-11ea-b246-1bafcc140a7f.html,small
Springfield,MA,,,,42.170731,-72.604842,https://www.wwlp.com/news/local-news/hampden-county/peaceful-protest-in-springfield-to-honor-george-floyd/,
Woburn,MA,,,,42.488595,-71.157271,https://www.bostonherald.com/2020/06/04/protesters-hit-the-streets-in-jamaica-plain-roslindale-newton-woburn-and-wilmington/,unclear
Worcester,MA,,,,42.265275,-71.879415,https://whdh.com/news/peaceful-protest-takes-violent-turn-in-worcester/,
Plymouth,MA,,,,41.886207,-70.638717,https://plymouth.wickedlocal.com/news/20200604/supporters-gather-at-brewster-gardens-in-plymouth-to-protest-racism/1,
Baltimore,MD,,,,39.296536,-76.623489,https://www.baltimoresun.com/maryland/baltimore-city/bs-md-ci-baltimore-george-floyd-protests-20200601-7oultqeqlvdirbpgb2issvzaoq-story.html,
Bel Air,MD,,,,39.547557,-76.321984,https://www.baltimoresun.com/maryland/harford/aegis/cng-ag-bel-air-blm-protest-thursday-20200604-syy3w7aszfamdf7clse46i72kq-story.html,
Centreville,MD,,,,39.084003,-76.091375,https://www.myeasternshoremd.com/qa/news/crowd-turns-out-for-peaceful-black-lives-matter-protest/article_9f5cc077-5126-51e7-be7e-4e7c480e8459.html,
Columbia,MD,,,,39.206132,-76.887905,https://www.baltimoresun.com/maryland/howard/columbia/cng-ho-black-lives-matter-march-20200602-y6c2ekvhqnf6xfxoss3ocx22pa-story.html,
Gaithersburg,MD,,,,39.139336,-77.182953,https://www.wusa9.com/article/news/local/dc/george-floyd-protests-gaithersburg-highway-marching/65-5020d60d-0937-40e7-96f7-0afa7122699b,
Germantown,MD,,,,39.135512,-77.282223,https://bethesdamagazine.com/bethesda-beat/police-fire/protesters-gather-on-germantown-road-to-speak-out-about-death-of-man-in-minneapolis/,
Hagerstown,MD,,,,39.58887,-77.700213,https://www.localdvm.com/news/local-news/protesters-fill-downtown-hagerstown/,
Prince Frederick,MD,,,,38.54571,-76.58949,https://www.southernmarylandchronicle.com/2020/06/04/protest-in-honor-of-the-late-george-floyd-give-the-prince-frederick-community-a-moment-to-mourn/,
Salisbury,MD,,,,38.382445,-75.633621,https://www.delmarvanow.com/picture-gallery/news/2020/06/02/photos-protest-takes-place-salisbury-following-death-george-floyd/3127553001/,small
Sykesville,MD,,,,39.45672,-76.969601,https://www.baltimoresun.com/maryland/carroll/news/cc-blm-black-lives-matter-protests-carroll-county-20200603-ol73b6kzyfhcxcpuzwoft5gsbi-story.html,small
Westminster,MD,,,,39.564201,-76.980701,https://www.baltimoresun.com/maryland/carroll/news/cc-blm-black-lives-matter-protests-carroll-county-20200603-ol73b6kzyfhcxcpuzwoft5gsbi-story.html,small
Elkton,MD,,,,39.56186,-75.87574,https://www.cecildaily.com/news/local_news/black-lives-matter-in-cecil-county/article_17fc6869-4e16-569c-be70-580e013c1fee.html,unclear
