City,State,Date_started,Date_ended,Size,Lat,Long,Local_coverage_link,Notes
Jamestown,NY,,,,42.08016,-79.25671,https://wnynewsnow.com/2020/05/31/black-lives-matter-protest-happening-in-jamestown/,
Keene,NY,,,,44.25616,-73.79209,https://www.adirondackdailyenterprise.com/news/local-news/2020/06/a-peaceful-powerful-protest/,
Monroe,NY,,,,41.33065,-74.18681,https://www.recordonline.com/photogallery/TH/20200531/NEWS/531009998/PH/1,
New Paltz,NY,,,,41.74638,-74.109241,https://www.poughkeepsiejournal.com/story/news/local/2020/05/30/george-floyd-death-draws-hundreds-new-paltz-protest/5284356002/,
New Rochelle,NY,,,,40.91757,-73.784858,https://www.lohud.com/story/news/2020/06/03/yankees-mariano-rivera-speaks-out-protesters-gather-new-rochelle/3135263001/,
New York,NY,,,major,40.73061,-73.935242,https://www.usatoday.com/story/news/local/new-york/2020/05/30/new-york-city-protests-resume-de-blasio-pleads-calm/5295567002/,
Olean,NY,,,,42.082142,-78.425973,https://www.oleantimesherald.com/news/hundreds-gather-for-second-olean-protest-against-police-brutality/article_051ec30f-920c-51a0-b8f6-23053e35a998.html,
Oswego,NY,,,,43.45535,-76.5105,https://oswegocountytoday.com/accept-oswego-hosts-peaceful-demonstration-for-black-lives/news/oswego/,
Peconic,NY,,,,41.03684,-72.46897,https://suffolktimes.timesreview.com/2020/06/hundreds-gather-in-peconic-to-protest-police-brutality/,
Pelham,NY,,,,40.904538,-73.806277,https://pelhamexaminer.com/23956/latest-news/pelham-residents-pay-respects-to-george-floyd-through-wolfs-lane-park-vigil/,
Plattsburgh,NY,,,,44.704021,-73.471148,https://www.pressrepublican.com/news/local_news/am-i-going-to-die-black-lives-matter-protest-held-in-plattsburgh/article_54a05486-27a3-5728-9c44-1138a9fb05e3.html,
Potsdam,NY,,,,44.65496,-74.926222,https://www.northcountrynow.com/news/1000-protesters-march-through-potsdam-rally-peacefully-racial-justice-0281114,
Poughkeepsie,NY,,,,41.701908,-73.911521,https://www.poughkeepsiejournal.com/story/news/local/2020/05/31/solidarity-event-poughkeepsie-george-floyd/5302641002/,
Poughkeepsie,NY,,,,41.701908,-73.911521,https://www.poughkeepsiejournal.com/story/news/local/2020/06/02/george-floyd-protest-minnesota-arterial-poughkeepsie-harriet-tubman-park/3123108001/,
Rhinebeck,NY,,,,41.92676,-73.91264,https://www.news10.com/news/young-people-protest-peacefully-in-rhinebeck/,
Rochester,NY,,,,43.286024,-77.684264,https://www.democratandchronicle.com/story/news/2020/05/31/rochester-ny-vandalism-looting-fires-protest-aftermath/5298982002/,
Saranac Lake,NY,,,,44.3295,-74.13127,https://www.adirondackdailyenterprise.com/news/local-news/2020/06/black-speakers-ask-whites-to-search-their-souls/,
Syracuse,NY,,,,43.02143,-76.197701,https://www.syracuse.com/news/2020/06/100-marching-in-syracuse-toward-the-public-safety-building-in-third-day-of-protests.html,
Utica,NY,,,,43.077369,-75.233208,https://www.uticaod.com/news/20200531/uticas-george-floyd-protest-draws-large-crowd-remains-peaceful,
Watertown,NY,,,,43.968892,-75.906501,https://www.wwnytv.com/2020/05/30/watertown-saturday-large-protest-over-floyd-death/,small
Wellsville,NY,,,,42.12201,-77.94806,https://www.wellsvilledaily.com/news/20200602/they-had-courage-to-show-up,small
Yonkers,NY,,,,40.946107,-73.866926,https://www.lohud.com/story/news/local/westchester/yonkers/2020/05/31/yonkers-protest-death-george-floyd/5300163002/,
Kingston,NY,,,,41.96973,-74.06678,https://www.dailyfreeman.com/news/local-news/a-community-moment-in-kingston-more-than-1-500-gather-and-march-in-stand-against/article_d69ee1e8-a5ec-11ea-9d56-831c9c2cb98c.html,
Geneva,NY,,,,42.857414,-77.034883,https://www.fltimes.com/news/police-join-in-second-geneva-protest/article_97f46a86-d9de-5bb9-9bba-8ca4a8c7acbc.html,
Akron,OH,,,,41.04349,-81.524017,https://www.beaconjournal.com/news/20200531/george-floyd-protests-in-akron-peaceful-hardesty-park-protest-ends,
Alliance,OH,,,,40.91534,-81.10593,https://www.the-review.com/news/20200531/alliance-peacefully-protests,
Athens,OH,,,,39.339279,-82.013803,https://www.athensnews.com/news/local/athens-protesters-stand-in-solidarity/article_e6500dea-a508-11ea-b12e-5bb8fa7af624.html,
Beavercreek,OH,,,,39.709226,-84.063269,https://www.wdtn.com/news/local-news/protesters-gather-near-walmart-in-beavercreek/,
Bowling Green,OH,,,,41.376449,-83.613714,https://www.13abc.com/content/news/Protest-stays-peaceful-in-Bowling-Green-570916161.html,
Canal Winchester,OH,,,,39.821343,-82.764939,https://www.columbusmessenger.com/protests-come-to-canal-winchester.html,small
Canton,OH,,,,40.782408,-81.371185,https://www.cantonrep.com/news/20200601/peace-and-protest-in-canton-for-fourth-straight-night,
Celina,OH,,,,40.556645,-84.628714,https://www.dailystandard.com/albums/2020-05-31/5374/252817/black-lives-matter-protest-in-front-of-the-mercer-county-courthouse,
Chagrin Falls,OH,,,,41.449353,-81.431436,http://www.chagrinvalleytoday.com/communities/chagrin_falls/article_3ac4e4c8-a52b-11ea-bbde-f3e8bf073ca8.html,small
Chillicothe,OH,,,,39.337384,-82.991332,https://www.chillicothegazette.com/story/news/2020/05/30/chillicothe-protesters-peacefully-demonstrate-downtown/5293883002/,small
Cincinnati,OH,,,,39.166759,-84.53822,https://www.wlwt.com/article/307-arrested-sunday-following-protests-unrest-in-cincinnati-mayor-moves-up-curfew/32730697#,
Cleveland,OH,,,,41.489381,-81.667486,https://www.cleveland.com/court-justice/2020/06/clevelands-george-floyd-protests-went-from-an-afternoon-of-peace-to-volatile-in-minutes-see-the-timeline.html,
Columbus,OH,,,,40.100924,-83.013402,https://www.10tv.com/article/greater-columbus-naacp-calls-action-protests-continue-2020-jun,
Dayton,OH,,,,39.750471,-84.268593,https://www.daytondailynews.com/news/local/how-the-weekend-protests-dayton-looked-photos/QihdGexQ2Il8poWHHo0TAL/,
Delaware,OH,,,,40.289886,-82.981095,https://www.delgazette.com/news/84220/community-displays-unity,
Dublin,OH,,,,40.09746,-83.150103,https://www.10tv.com/article/protests-go-beyond-downtown-columbus-and-dublin-2020-jun,
Eaton,OH,,,,39.77485,-84.674889,https://www.whio.com/news/george-floyd-protesters-gather-eaton-thursday/W3PZ6SPTSRFGLPPGLHOO7ECBOU/,
Elyria,OH,,,,41.371396,-82.105112,https://www.cleveland19.com/2020/06/02/hundreds-people-gather-front-elyria-city-hall-listen-people-color-share-their-experiences-with-racism/,
Euclid,OH,,,,41.566834,-81.526142,https://www.news-herald.com/news/cuyahoga-county/photos-protesters-march-in-euclid/collection_f5194644-a5d4-11ea-a5c2-23366307b40a.html,tiny
Fairborn,OH,,,,39.82089,-84.01938,https://www.fairborndailyherald.com/top-stories/42805/fairborn-protests-death-of-george-floyd,
Findlay,OH,,,,40.993263,-83.650714,https://nbc24.com/news/local/findlay-residents-start-weeklong-protest,unclear
Fremont,OH,,,,41.35622,-83.133981,https://www.thenews-messenger.com/story/news/local/2020/06/04/fremont-protest-ohio-hundreds-rally-against-racism-police-violence-george-floyd/3126239001/,
Gahanna,OH,,,,40.019231,-82.879345,https://www.nbc4i.com/news/local-news/city-of-gahanna-set-to-hosts-unity-gathering-thursday/,
Gallipolis,OH,,,,38.793762,-82.2692,https://www.mydailytribune.com/top-stories/53249/residents-march-in-support-of-blm,
Garrettsville,OH,,,,41.291405,-81.081534,https://www.record-courier.com/news/20200603/small-protest-in-garrettsville-aims-to-start-conversation-about-race,tiny
Grove City,OH,,,,39.88145,-83.09296,https://www.wfmj.com/story/42212410/hundreds-march-in-grove-city-protest-for-racial-justice-remains-peaceful,
Hamilton,OH,,,,39.425137,-84.472925,https://www.journal-news.com/news/local/protesters-kneel-chant-downtown-hamilton-for-city-second-event-after-george-floyd-death/UCgNOoPLRrjNkPooyuhXYL/,
Hilliard,OH,,,,40.0334,-83.15825,https://www.thisweeknews.com/news/20200601/demonstrators-gather-june-1-at-hilliards-station-park,
Kent,OH,,,,41.132323,-81.332781,https://www.beaconjournal.com/news/20200602/nearly-100-protesters-gather-in-kent-to-demand-end-to-racial-injustices-nationwide,
Kettering,OH,,,,39.689504,-84.168827,https://www.daytondailynews.com/news/protest-begin-kettering-this-afternoon/UG08FerygxBkQgxyoXjkLK/,
Lakewood,OH,,,,41.48199,-81.79819,https://www.cleveland.com/community/2020/06/lakewood-mayor-george-said-the-city-shined-bright-during-tuesday-night-visit-by-protesters.html,unclear
Lancaster,OH,,,,39.68965,-82.609282,https://www.lancastereaglegazette.com/story/news/2020/06/04/lancaster-peace-rally-ohio-george-floyd-protest/3150407001/,
Lebanon,OH,,,,39.429284,-84.173507,https://local12.com/news/local/hundreds-gather-in-lebanon-to-rally-for-equality-justice-cincinnati,
Lima,OH,,,,40.772147,-84.0471,https://www.limaohio.com/news/412388/lima-sees-peaceful-protest,small
Lorain,OH,,,,41.450991,-82.166534,https://www.morningjournal.com/news/lorain-county/lorain-march-calls-for-justice-after-death-of-george-floyd-in-minneapolis-people-of-color/article_1cab9402-a38a-11ea-aab8-bf75b322c741.html,
Mansfield,OH,,,,40.791707,-82.509404,https://www.mansfieldnewsjournal.com/story/news/2020/05/30/hundreds-gather-central-park-black-lives-matter-protest/5291348002/,
Marion,OH,,,,40.616604,-83.069296,https://www.marionstar.com/story/news/local/2020/05/31/hundreds-peacefully-protest-george-floyd-death-marion-saturday/5293010002/,
Middletown,OH,,,,39.543446,-84.442394,https://www.journal-news.com/news/local/crowd-gathers-middletown-city-building-for-latest-butler-county-protest/c0p6AIB4LJvpVJfs0h3DvJ/,small
Mount Vernon,OH,,,,40.37066,-82.481346,https://www.knoxpages.com/life_and_culture/gallery-justice-for-george-floyd-peaceful-protest-in-mount-vernon/collection_26ee82ea-a46f-11ea-b882-8365f03c9903.html,
New Philadelphia,OH,,,,40.48979,-81.44567,https://www.timesreporter.com/news/20200531/peaceful-protest-george-floyd-protest-draws-hundreds-to-downtown-new-philadelphia,
Newark,OH,,,,40.119897,-82.377784,https://www.newarkadvocate.com/story/news/local/2020/05/31/protest-beginning-downtown-newark/5297992002/,
North Canton,OH,,,,40.875891,-81.402336,https://www.cantonrep.com/news/20200604/protesters-demonstrate-in-north-canton,small
Painesville,OH,,,,41.707918,-81.19903,https://www.cleveland.com/metro/2020/06/painesville-holds-peaceful-protests-monday-dispatcher-says.html,
Perrysburg,OH,,,,41.535057,-83.577701,https://www.toledoblade.com/local/police-fire/2020/06/03/Protest-undeway-in-Perrysburg/stories/20200603100,
Piqua,OH,,,,40.123618,-84.228811,https://www.dailycall.com/news/78923/protesters-take-to-streets-in-piqua-in-peaceful-march,small
Portsmouth,OH,,,,38.793214,-82.930576,https://www.portsmouth-dailytimes.com/news/49639/peace-prevails-at-portsmouth-protest,small
Sandusky,OH,,,,41.399129,-82.724417,https://sanduskyregister.com/news/247072/black-lives-matter/,
Shaker Heights,OH,,,,41.473947,-81.579956,https://fox8.com/news/live-shaker-heights-church-organizes-candlelight-vigil-for-peace-in-honor-of-george-floyd/,small
Sidney,OH,,,,40.293558,-84.209198,https://www.sidneydailynews.com/news/178741/protesters-keep-it-peaceful,small
Springfield,OH,,,,39.927059,-83.813228,https://www.springfieldnewssun.com/news/local/hundreds-gather-protest-springfield-with-chants-march/616ek65b63nb9HI9ANE4gN/,
Steubenville,OH,,,,40.406817,-80.662786,https://www.heraldstaronline.com/news/local-news/2020/06/steubenville-area-residents-aim-for-peaceful-protest-of-george-floyd-death/,small
Tiffin,OH,,,,41.12453,-83.144773,https://go.tiffinohio.net/2020/05/photos-peaceful-protest-in-downtown-tiffin-amid-national-outcry-after-george-floyds-death/,small
Toledo,OH,,,,41.720684,-83.569359,https://www.toledoblade.com/local/city/2020/06/01/Protesters-gather-in-South-Toledo/stories/20200601101,
Troy,OH,,,,40.062621,-84.226398,https://www.wdtn.com/news/local-news/protesters-gather-in-troy/,
Upper Arlington,OH,,,,40.023112,-83.076127,https://radio.wosu.org/post/protests-spread-columbus-suburbs-you-are-elite-people-can-make-change#stream/0,
Van Wert,OH,,,,40.873247,-84.594525,https://timesbulletin.com/Content/News/News/Article/Van-Wert-holds-peaceful-march-in-support-of-racial-justice/2/4/224445,
Warren,OH,,,,41.176641,-80.902344,https://www.wkbn.com/news/local-news/warren-gets-ready-for-planned-protest-monday/,
Westerville,OH,,,,40.10447,-82.896457,https://abc6onyourside.com/news/local/peaceful-protesters-march-to-westerville-police-headquarters-for-black-lives-matter-rally,
Wilmington,OH,,,,39.444985,-83.824424,https://www.wnewsj.com/news/137920/locals-stage-peaceful-protests,tiny
Xenia,OH,,,,39.684731,-83.90813,https://www.fairborndailyherald.com/top-stories/42730/rally-held-at-courthouse-to-protest-floyd-killing,tiny
Yellow Springs,OH,,,,39.80645,-83.88687,https://www.daytondailynews.com/news/hundreds-join-yellow-springs-protest-about-george-floyd-death/h8Q3jfxHE6DzAcRIyLsLuN/,
Youngstown,OH,,,,41.017082,-80.802854,https://www.wdtn.com/news/ohio/people-in-youngstown-gather-against-police-brutality-racial-injustice/,
Zanesville,OH,,,,39.927415,-82.004058,https://www.zanesvilletimesrecorder.com/story/news/2020/05/30/peaceful-demonstration-honor-george-floyd-brings-hundreds-downtown/5284008002/,
Hudson,OH,,,,41.244023,-81.476335,https://www.mytownneo.com/news/20200604/demonstrators-gather-in-downtown-hudson-to-support-black-lives-matter,tiny
Ardmore,OK,,,,34.1743,-97.1436,https://www.ardmoreite.com/news/20200601/floyd-death-prompts-solidarity-march-in-ardmore,
Claremore,OK,,,,36.348616,-95.604344,https://www.claremoreprogress.com/news/this-is-what-community-looks-like-teen-activist-leads-peaceful-protest-through-claremore/article_6ced327c-a53d-11ea-aebb-4b56bdc88774.html,small
Lawton,OK,,,,34.557945,-98.290973,https://www.kswo.com/2020/06/01/peaceful-protest-lawton-city-hall-promotes-change/,
Oklahoma City,OK,,,,35.491608,-97.562817,https://oklahoman.com/more/george%20floyd,
Tulsa,OK,,,,36.039147,-95.868667,https://www.kjrh.com/news/local-news/protesters-gather-at-woodland-hills-mall,
Albany,OR,,,,44.65345,-123.139526,https://democratherald.com/news/local/albany-racial-injustice-protest-draws-1-000/article_d2abff40-8875-5dbe-8ed2-0d8bbce6f44d.html,
Ashland,OR,,,,42.148098,-122.537356,https://ktvl.com/news/local/protest-over-the-killing-of-george-floyd-begin-across-southern-oregon,
Bend,OR,,,,44.082037,-121.227125,https://ktvz.com/videos/local-videos/2020/05/30/hundreds-gather-in-bend-to-protest-george-floyds-deateh/,
Brookings,OR,,,,42.05,-124.28333,https://www.currypilot.com/news/peaceful-demonstration-in-support-of-george-floyd-in-brookings-tuesday/article_a0a651e2-a525-11ea-a993-dff5953fe2b6.html,
Eugene,OR,,,,44.067988,-123.080181,https://www.registerguard.com/news/20200603/hundreds-gather-tuesday-in-eugene-for-demonstration-honoring-george-floyd,
Forest Grove,OR,,,,45.598052,-123.1818,https://www.bankspost.com/posts/437/hundreds-gather-in-forest-grove-to-protest-police-brutality-against-black-americans,
Grants Pass,OR,,,,42.535654,-123.338332,https://www.oregonlive.com/news/2020/06/protests-continue-around-oregon-for-sixth-night.html,
Hermiston,OR,,,,45.84041,-119.28946,https://www.eastoregonian.com/news/local/protests-over-police-killings-remain-peaceful/article_36a55de4-a44c-11ea-9757-dba1f90f0098.html,small
Hood River,OR,,,,45.7054,-121.52146,https://www.hoodrivernews.com/150-block-exit-63-overpass-for-9-minutes-as-demonstration-for-george-floyd/image_4ccdd72c-a609-11ea-a2f1-e7e658875bc7.html,
McMinnville,OR,,,,45.187444,-123.237145,https://newsregister.com/article?articleTitle=hundreds-attend-floyd-community-discussion-and-vigil--1591120571--37298--&fbclid=IwAR2tOYguk7YZmtgDZOCt7gTXhDNl_sNlj92RkvCN7MRYyWlnV2p-a9iNg_g,
Medford,OR,,,,42.265974,-122.900832,https://www.ijpr.org/law-and-justice/2020-06-02/medford-protest-against-police-brutality-remains-nonviolent,
Ontario,OR,,,,44.093127,-117.079896,https://www.ktvb.com/article/news/local/hundreds-gather-in-ontario-for-black-lives-matter-protest-march/277-fba83af3-437d-49e0-8563-9ea66a33180f,
Pendleton,OR,,,,45.67208,-118.7886,https://www.eastoregonian.com/news/local/protests-over-police-killings-remain-peaceful/article_36a55de4-a44c-11ea-9757-dba1f90f0098.html,
Portland,OR,,,major,45.523064,-122.676483,https://www.oregonlive.com/news/2020/06/portland-mayor-ted-wheeler-to-hold-morning-news-conference-on-continuing-demonstrations.html,
Prineville,OR,,,,44.16805,-120.660334,https://www.bendbulletin.com/localstate/crimeandjustice/black-lives-matter-protest-draws-150-in-prineville/article_6db2b96c-a460-11ea-a1e6-2f0b287eb7c2.html,
Salem,OR,,,minor,44.944099,-123.040283,https://www.statesmanjournal.com/story/news/crime/2020/06/01/george-floyd-protests-salem-oregon-curfew-8-pm-police/5308756002/,
St. Helens,OR,,,,45.887794,-122.919935,https://www.thechronicleonline.com/news/video-photos-st-helens-protest-black-lives-matters-march-rally/article_d614a202-a66a-11ea-a160-cb98e587f5b2.html,
Tualatin,OR,,,,45.366608,-122.783887,https://www.kgw.com/article/news/local/protests/protesters-march-for-george-floyd-in-tualatin/283-ccb6f24e-9105-4deb-aa1d-f612f81655ed,
Florence,OR,,,,44.064723,-123.996747,https://thesiuslawnews.com/article/vigil-recognizes-national-anguish,
Happy Valley,OR,,,,45.44679,-122.53037,https://pamplinmedia.com/pt/9-news/469196-379791-video-protests-spread-to-happy-valley-oregon-city,
Oregon City,OR,,,,45.317893,-122.523602,https://pamplinmedia.com/pt/9-news/469196-379791-video-protests-spread-to-happy-valley-oregon-city,tiny
Cottage Grove,OR,,,,43.72893,-123.049498,https://www.registerguard.com/news/20200605/protests-abound-friday-in-lane-county-with-events-supporting-homeless-and-black-lives-matter,tiny
Allentown,PA,,,,40.602658,-75.469236,https://www.wlvr.org/2020/06/allentown-march-for-justice-participants-say-they-want-to-protest-peacefully/#.XtaC8xNKhQI,
Bethlehem,PA,,,,40.58883,-75.351958,https://www.lehighvalleylive.com/bethlehem/2020/05/hundreds-pack-together-for-bethlehem-protest-against-police-brutality.html,
Erie,PA,,,minor,42.121293,-80.088919,https://www.goerie.com/news/20200530/3-hours-of-chaos-how-erie-turned-into-tinderbox,
Gettysburg,PA,,,,39.840922,-77.226591,https://www.abc27.com/news/local/protesters-fill-gettysburg-square-to-condemn-death-of-george-floyd/,
Greensburg,PA,,,,40.315028,-79.535741,https://pittsburgh.cbslocal.com/2020/05/31/george-floyd-allegheny-co-2/,
Greenville,PA,,,,41.4045,-80.39118,https://www.wytv.com/news/local-news/demonstrators-lie-on-ground-as-part-of-peaceful-protest-in-greenville/,tiny
Harrisburg,PA,,,,40.258655,-76.894376,https://www.pennlive.com/news/2020/06/peaceful-harrisburg-protest-a-success-with-minimal-police-presence.html,
Lancaster,PA,,,,40.076553,-76.31068,https://lancasteronline.com/news/local/we-re-working-on-real-change-lancaster-city-police-chief-officers-join-protest-on-its/article_82133758-a46d-11ea-b98d-af8f33997b8b.html,
Norristown,PA,,,,40.13018,-75.331629,https://www.inquirer.com/news/pennsylvania/george-floyd-protest-march-wayne-paoli-norristown-main-line-philadelphia-20200604.html,
Pennsburg,PA,,,,40.39093,-75.49212,https://www.wfmz.com/news/area/lehighvalley/peaceful-protests-held-in-lehigh-montgomery-counties/article_850538a6-a6c7-11ea-a339-cb648b866da0.html,
Philadelphia,PA,,,major,40.001811,-75.11787,https://www.inquirer.com/news/live/philadelphia-protest-curfew-news-live-george-floyd-minneapolis-looting-stores-police-20200601.html,
Pittsburgh,PA,,,,40.47441,-79.950968,https://www.post-gazette.com/local/city/2020/06/02/East-Liberty-Pittsburgh-protest-violence-Mayor-Bill-Peduto/stories/202006020060,
Scranton,PA,,,,41.401881,-75.637626,https://www.pahomepage.com/news/dozens-come-out-to-support-racial-justice/,
State College,PA,,,,40.77893,-77.841359,https://www.centredaily.com/news/local/community/state-college/article243120421.html,
Stroudsburg,PA,,,,40.9868,-75.1946,https://www.poconorecord.com/news/20200602/marchers-peacefully-walk-to-stroudsburg-with-police-at-their-side-calling-for-justice,
Wilkes-Barre,PA,,,,41.272248,-75.880146,https://www.citizensvoice.com/news/demonstrators-continue-to-rally-in-wilkes-barre-over-minnesota-man-s-death-1.2633809,
York,PA,,,,39.962998,-76.727139,https://www.ydr.com/story/news/2020/06/02/george-floyd-protests-pa-being-hijacked-state-official-says/5316274002/,
Loíza,PR,,,,18.4338336,-65.8894068,https://www.theweeklyjournal.com/politics/puerto-rico-residents-join-call-against-racial-discrimination/article_11e9f1ec-a503-11ea-b15c-a7219f0e9846.html,
San Juan,PR,,,,18.3893875,-66.1305124,https://www.telemundopr.com/noticias/puerto-rico/las-vidas-negras-importan-convocan-a-manifestacion-esta-tarde/2088368/,
Providence,RI,,,,41.82275,-71.414451,https://www.providencejournal.com/news/20200602/65-arrested-8-to-10-police-injured-in-providence-riot,
Bristol,RI,,,,41.678378,-71.2704,https://upriseri.com/2020-06-06-blm-bristol/,
Wakefield,RI,,,,41.443653,-71.534202,https://www.ricentral.com/narragansett_times/news/local_news/locals-stand-for-black-lives-matter-movement/article_24dd2d1c-a41f-11ea-a4ed-4f11c52bf851.html,tiny
Woonsocket,RI,,,,41.984598,-71.51939,https://www.providencejournal.com/news/20200603/woonsocket-protesters-police-share-in-period-of-silence-to-honor-george-floyd,small
Newport,RI,,,,41.487552,-71.327084,https://www.newportri.com/news/20200606/video-thousands-participate-in-black-lives-matter-rally-in-newport,
Charleston,SC,,,,32.780326,-79.940844,https://www.postandcourier.com/news/charleston-quiets-as-curfew-takes-effect-sunday-evening-ravenel-bridge-never-broached/article_9ee48430-a360-11ea-9c62-7f805d02e8d3.html,
Columbia,SC,,,,33.987454,-81.024864,https://www.thestate.com/news/local/article243177116.html,
Greenville,SC,,,,34.848567,-82.402871,https://www.greenvilleonline.com/story/news/2020/06/01/george-floyd-protest-greenville-sc-ends-tension-tear-gas-arrests/5305987002/,
Myrtle Beach,SC,,,,33.77156,-78.784745,https://www.myrtlebeachonline.com/news/local/article243137326.html,
Pickens,SC,,,,34.873784,-82.712484,https://www.yourpickenscounty.com/protest-in-pickens/,tiny
Spartanburg,SC,,,,34.934028,-82.010697,https://www.goupstate.com/news/20200602/my-heart-is-brokenrsquo-spartanburg-faith-leaders-gather-to-denounce-racism,
Mitchell,SD,,,,43.69591,-98.086401,https://www.mitchellrepublic.com/community/6520708-Local-pastors-lead-prayer-walk-through-Mitchell-uniting-for-peaceful-demonstration,tiny
Pierre,SD,,,,44.334073,-100.094195,https://www.capjournal.com/news/protesters-reach-state-capitol-scene-remained-peaceful-into-tuesday/article_0d8c1712-a47a-11ea-9e5a-d7b0230cdd0f.html,small
Rapid City,SD,,,,44.145868,-103.206866,https://www.kotatv.com/content/news/Downtown-Rapid-City-ends-with-peace-570946141.html,small
Sioux Falls,SD,,,,43.546358,-96.69063,https://www.argusleader.com/story/news/2020/05/31/march-george-floyd-sioux-falls-south-dakota-protests/5291232002/,
Brookings,SD,,,,44.355091,-96.762102,https://brookingsregister.com/article/hundreds-gather-to-say-his-name,
Yankton,SD,,,,42.94396,-97.37689,https://www.yankton.net/community/article_33b82302-a3b4-11ea-82d3-a3e3a9e4b6e5.html,tiny
Aberdeen,SD,,,,45.476172,-98.410405,https://www.aberdeennews.com/news/no-damage-arrests-during-sunday-demonstration-in-aberdeen/article_a3591154-a430-11ea-81f2-779bc16a9cf0.html,tiny
Bristol,TN,,,,36.531703,-82.192545,https://www.heraldcourier.com/news/candles-masks-mark-bristol-vigil-for-george-floyd/article_a7aed62e-91fa-548c-93e6-2d0a19c10731.html,
Chattanooga,TN,,,,35.017818,-85.206426,https://www.timesfreepress.com/news/local/story/2020/jun/02/largely-peaceful-day-protests-chattanooga-ends-sour-note/524350/,
Clarksville,TN,,,,36.522633,-87.334932,https://www.theleafchronicle.com/story/news/local/2020/06/02/clarksville-protest-george-floyd-rally-tuesday/5314590002/,
Franklin,TN,,,,35.890746,-86.965691,https://www.tennessean.com/story/news/local/williamson/2020/06/02/prayer-vigil-george-floyd-racism-police-brutality/5307957002/,
Jackson,TN,,,,35.570424,-88.862742,https://www.jacksonsun.com/story/news/2020/06/01/george-floyd-protest-black-lives-matter-jackson-old-hickory-mall/5306415002/,
Johnson City,TN,,,,36.330485,-82.317625,https://www.wjhl.com/news/local/hundreds-show-up-to-peacefully-protest-for-justice-johnson-city-leaders-speak-out-on-what-they-hope-happens-next/,
Knoxville,TN,,,,36.032334,-83.884804,https://www.knoxnews.com/story/news/local/2020/06/01/george-floyd-protests-knoxville-hundreds-peaceful-protesters-gather/5312718002/,
Memphis,TN,,,,35.169255,-89.990415,https://www.commercialappeal.com/story/news/2020/06/02/6-days-memphis-protests-have-remained-mostly-peaceful/3123348001/,
Murfreesboro,TN,,,,35.762951,-86.372158,https://www.dnj.com/story/news/local/2020/06/01/marchers-protest-mtsu-arrest-murfreesboro/5310432002/,
Nashville,TN,,,,36.165688,-86.778098,https://www.tennessean.com/story/news/local/2020/06/01/watch-tennessee-national-guard-lays-down-shields-protesters-request/5313923002/,
Spring Hill,TN,,,,35.712381,-86.901661,https://www.tennessean.com/story/news/local/williamson/spring-hill/2020/06/02/spring-hill-black-lives-matter-protest-message-peace/3128192001/,
Abilene,TX,,,,32.576489,-99.665323,https://www.reporternews.com/story/news/local/2020/05/30/abilene-tx-march-george-floyd-black-lives-matter-protest/5291956002/,
Amarillo,TX,,,,35.20603,-101.839602,https://www.amarillo.com/news/20200531/protesters-seek-justice-change,
Austin,TX,,,major,30.326374,-97.771258,https://www.statesman.com/topics/austin%20protests?nocache=1,
Brownsville,TX,,,,25.963264,-97.550453,https://www.brownsvilleherald.com/2020/06/03/seeking-justice-hundreds-attend-peaceful-black-lives-matter-protest/,
Carrollton,TX,,,,32.962473,-96.89817,https://www.wfaa.com/article/news/local/live-blog-dallas-fort-worth-protests-george-floyd-civil-unrest/287-732e9efe-c55a-4860-af6c-fd5909f51489,
Corpus Christi,TX,,,,27.797802,-97.399067,https://www.caller.com/story/news/local/2020/05/30/corpus-christi-protesters-stand-solidarity-george-floyd/5292728002/,
Dallas,TX,,,major,32.781179,-96.790329,https://www.dallasnews.com/news/2020/06/01/dallas-protests-set-to-continue-for-4th-night-despite-citys-curfew/,
Del Rio,TX,,,,29.410195,-100.893202,http://delrionewsherald.com/news/article_48befbee-a53b-11ea-8562-37f603f34486.html,
Denton,TX,,,,33.220974,-97.146038,https://dentonrc.com/news/denton/thousands-march-for-social-justice-police-accountability/article_0b737207-d321-5007-804c-4e4c4c0d1e01.html,
Edinburg,TX,,,,26.280689,-98.183295,https://www.themonitor.com/2020/05/30/valley-demonstrators-protest-george-floyd-death/,
El Paso,TX,,,,31.763608,-106.484592,https://www.elpasotimes.com/story/news/2020/05/31/el-paso-protest-police-headquarters-george-floyd-death/5303954002/,
Fort Stockton,TX,,,,30.886367,-102.890491,https://www.cbs7.com/video?vid=570976832,tiny
Fort Worth,TX,,,,32.771419,-97.291484,https://www.star-telegram.com/news/local/fort-worth/article243174201.html,
Frisco,TX,,,,33.146336,-96.856347,https://www.dallasnews.com/news/2020/06/01/protesters-in-frisco-chant-i-cant-breathe-as-they-march-through-city-in-peaceful-demonstration/,
Harlingen,TX,,,,26.255523,-97.667502,https://www.valleycentral.com/news/local-news/live-demonstration-in-honor-of-george-floyd-in-harlingen/,
Houston,TX,,,,29.813142,-95.309789,https://www.chron.com/houston/article/City-ramping-up-police-presence-for-upcoming-15309056.php,
Laredo,TX,,,,27.515879,-99.494078,https://www.lmtonline.com/local/article/Laredoans-hold-protest-at-City-Hall-15306004.php,
Lubbock,TX,,,,33.588771,-101.850445,https://www.lubbockonline.com/news/20200601/walking-together-lubbock-police-leaders-march-with-citizens-in-stand-against-racist-violence,
